1607938241.71 bougth 5.46376431506e-05 32119@126 for 0.11607938269.41 bougth 6.82076544146e-06 290@16 for 0.091607938376.34 bougth 8.00577206282e-05 148223429@155 for 0.0811607938767.68 bougth 5.52245533364e-06 290@12 for 0.07291607938851.15 bougth 3.58506958674e-05 32119@126 for 0.065611607938953.77 sold 6.82076544146e-06 290@16 for 0.09019780219781607939055.66 sold 8.00577206282e-05 148223429@155 for 0.08091994227941607939061.14 bougth 2.46774481807e-05 59794@37 for 0.07616077444771607939371.81 bougth 0.0563939170181 4633@174 for 0.06854469700291607939377.33 sold 5.52245533364e-06 290@12 for 0.07288138932551607939566.1 bougth 0.00146078708673 101622823@33 for 0.06897836623521607939637.63 bougth 4.69293794547e-06 290@16 for 0.06208052961171607939672.58 sold 2.46774481807e-05 59794@37 for 0.07621012934411607939719.0 sold 9.0488339018e-05 32119@126 for 0.1655303185661607939971.54 sold 0.0563939170181 4633@174 for 0.06855934250321607940025.69 sold 4.69293794547e-06 290@16 for 0.06212041958421607940042.46 bougth 5.09217522068e-05 32119@126 for 0.09311449765021607940093.64 bougth 0.0689512119505 4633@174 for 0.08380304788521607940613.47 bougth 2.44086547238e-05 59794@37 for 0.07542274309671607940647.08 sold 5.09217522068e-05 32119@126 for 0.09302691223641607940815.09 sold 0.0689512119505 4633@174 for 0.08383137993821607941047.98 bougth 6.46368771752e-06 290@16 for 0.08556629800451607941215.11 sold 2.44086547238e-05 59794@37 for 0.07544104958771607941248.77 bougth 4.63036866948e-05 32119@126 for 0.08455377316281607941352.05 bougth 0.0016115712801 101622823@33 for 0.07609839584651607941468.38 bougth 2.26557461601e-06 4325@173 for 0.06848855626191607941655.53 bougth 0.0507164103235 4633@174 for 0.06163970063571607941751.79 bougth 4.18732162676e-06 290@16 for 0.05547573057211607941818.8 bougth 1.61723726666e-05 59794@37 for 0.04992815751491607941852.7 sold 4.63036866948e-05 32119@126 for 0.08437272574781607942132.77 sold 2.26557461601e-06 4325@173 for 0.06852998455931607942143.97 bougth 5.94550750218e-05 148223429@155 for 0.06022561279411607942166.88 bougth 0.000326780319013 116404471@155 for 0.05420305151471607942262.65 bougth 0.00103309500981 101622823@33 for 0.04878274636321607942314.82 sold 0.0507164103235 4633@174 for 0.06165186750251607942357.52 sold 1.06510093443e-05 290@16 for 0.1411951053721607942429.93 sold 1.61723726666e-05 59794@37 for 0.04991602823541607942461.12 bougth 3.79388706418e-05 32119@126 for 0.0691807718381607942752.73 sold 5.94550750218e-05 148223429@155 for 0.06024166566441607942769.71 sold 0.000326780319013 116404471@155 for 0.05421939053071607943153.86 bougth 0.0015609656983 101622823@33 for 0.07370880027371607943372.68 bougth 2.23277305531e-06 3491@37 for 0.06633792024631607943490.04 bougth 5.89839343829e-05 148223429@155 for 0.05970412822171607943501.58 bougth 0.000324087547645 116404471@155 for 0.05373371539951607943549.25 sold 3.79388706418e-05 32119@126 for 0.06919329166531607943633.9 bougth 1.8279053029e-06 4325@173 for 0.05527967302611607943682.92 sold 2.23277305531e-06 3491@37 for 0.06637364461521607944089.54 sold 5.89839343829e-05 148223429@155 for 0.05971533516921607944123.85 sold 0.000324087547645 116404471@155 for 0.0537304745241607944285.88 sold 1.8279053029e-06 4325@173 for 0.05531371776231607944299.09 bougth 2.46376645023e-06 3491@37 for 0.07326502293051607944963.3 sold 0.00566641907494 101622823@33 for 0.2681916148171607945083.74 sold 2.46376645023e-06 3491@37 for 0.07326502293051607945553.89 bougth 0.0823417857484 4633@174 for 0.1000841844121607945621.52 bougth 6.78153705786e-06 290@16 for 0.0900757659711607946272.86 sold 0.0823417857484 4633@174 for 0.1000795403361607946325.0 sold 6.78153705786e-06 290@16 for 0.09015714441571607946385.01 bougth 0.000602962999091 116404471@155 for 0.1000918578491607947042.4 sold 0.000602962999091 116404471@155 for 0.1002003911891607947102.16 bougth 7.53728719095e-06 290@16 for 0.1001027111831607947236.68 bougth 4.9311410482e-05 32119@126 for 0.09009244006471607947236.69 bougth 7.99936821079e-05 148223429@155 for 0.08108319605821607947242.58 bougth 5.49530301987e-06 290@16 for 0.07297487645241607947377.04 bougth 2.20556749302e-06 3491@37 for 0.06567738880721607947848.76 bougth 1.91216012702e-05 59794@37 for 0.05910964992651607947932.14 sold 7.99936821079e-05 148223429@155 for 0.08110959397331607947945.21 bougth 2.02578663017e-06 4325@173 for 0.06130964433111607948034.25 bougth 1.85381084825e-06 3491@37 for 0.0551786798981607948106.71 bougth 4.89940035203e-05 148223429@155 for 0.04966081190821607948177.87 bougth 2.44680075752e-05 32119@126 for 0.04469473071741607948242.34 bougth 3.02987278349e-06 290@12 for 0.04022525764571607948456.84 sold 1.91216012702e-05 59794@37 for 0.05914311272871607948554.05 bougth 3.17134468988e-06 290@16 for 0.0421170431541607948608.31 sold 2.02578663017e-06 4325@173 for 0.06133748674261607948666.58 sold 4.05937834127e-06 3491@37 for 0.1209167026511607948747.02 sold 4.89940035203e-05 148223429@155 for 0.04970294675131607948799.86 sold 7.37794180572e-05 32119@126 for 0.1347123638421607949157.32 sold 1.62039349007e-05 290@16 for 0.2153097849931607949796.23 bougth 5.26267392445e-05 32119@126 for 0.09610326733661607949813.67 bougth 6.51155165271e-06 290@16 for 0.0864929406031607949819.5 bougth 2.51493890777e-05 59794@37 for 0.07784364654271607949889.56 bougth 2.35066708792e-06 3491@37 for 0.07005928188841607949942.31 bougth 0.000378721567058 116404471@155 for 0.06305335369961607950363.98 bougth 4.27396011707e-06 290@12 for 0.05674801832961607950401.97 bougth 2.79799580884e-05 32119@126 for 0.05107321649661607950408.06 bougth 1.51841595902e-06 4325@173 for 0.0459658948471607950413.75 bougth 3.11574508471e-06 290@16 for 0.04136930536231607950490.69 bougth 1.20376252267e-05 59794@37 for 0.03723237482611607950519.99 sold 2.35066708792e-06 3491@37 for 0.07000051521121607950554.75 sold 0.000378721567058 116404471@155 for 0.06309501307191607950715.32 bougth 0.0385119796598 4633@174 for 0.04681869017181607950811.9 bougth 1.3625487843e-05 59794@37 for 0.04213682115461607950811.9 sold 1.51841595902e-06 4325@173 for 0.04598222844751607950819.23 sold 8.06066973329e-05 32119@126 for 0.1471007740971607950844.45 sold 9.62729673743e-06 290@16 for 0.1279082644531607950844.46 sold 0.0385119796598 4633@174 for 0.04683013978331607951191.71 bougth 0.00044870730805 116404471@155 for 0.07470527971721607951323.51 bougth 6.62777017325e-05 148223429@155 for 0.06723475174551607951413.57 sold 5.08125021474e-05 59794@37 for 0.1571884753931607951425.61 bougth 4.17484277196e-05 32119@126 for 0.07623012411021607951431.62 bougth 2.26610046779e-06 4325@173 for 0.06860711169921607951606.48 bougth 4.65027869629e-06 290@16 for 0.06174640052931607951630.57 bougth 1.86582596281e-06 3491@37 for 0.05557176047641607951707.96 sold 0.00044870730805 116404471@155 for 0.07469630557111607951726.39 bougth 5.66950203032e-05 148223429@155 for 0.05748421498581607952032.58 bougth 2.83581693885e-05 32119@126 for 0.05173579348731607952088.41 sold 2.26610046779e-06 4325@173 for 0.06860926222861607952211.8 bougth 4.02525168485e-06 290@16 for 0.05342314036141607952343.61 sold 0.000122972722036 148223429@155 for 0.1247164752341607952577.36 bougth 4.56308280347e-06 290@12 for 0.06055247384871607952633.25 sold 7.0106597108e-05 32119@126 for 0.1279087853581607952684.1 bougth 2.17708015852e-05 59794@37 for 0.06728810499961607952689.91 bougth 2.03430731632e-06 3491@37 for 0.06055929449961607952713.83 bougth 0.000561022800305 137319727@47 for 0.05450336504961607952747.87 bougth 1.62071665895e-06 4325@173 for 0.04905302854471607952887.52 bougth 3.32675676804e-06 290@16 for 0.04414772569021607952946.83 bougth 0.000329515285464 127655260@47 for 0.03973295312121607953292.7 bougth 0.00035031012744 147636699@47 for 0.03575965780911607953305.15 bougth 1.04162770542e-05 59794@37 for 0.03218369202821607953352.98 bougth 9.73722487153e-07 3491@37 for 0.02896532282531607953687.25 bougth 1.96574976758e-06 290@16 for 0.02606879054281607953699.42 bougth 1.76835871758e-06 290@12 for 0.02346191148851607953699.42 bougth 0.00012722612725 116404471@155 for 0.02111572033971607953918.59 sold 3.21870786394e-05 59794@37 for 0.09953049392271607953944.03 sold 1.62071665895e-06 4325@173 for 0.04905536561811607953961.94 sold 4.87385576629e-06 3491@37 for 0.1450459476051607954304.73 sold 0.00012722612725 116404471@155 for 0.02112462616861607954422.13 bougth 2.75564268409e-05 32119@126 for 0.05047979163711607954428.57 sold 0.000561022800305 137319727@47 for 0.05455385710171607954511.4 sold 1.39680369168e-05 290@16 for 0.1853209297931607954573.17 bougth 5.23452219702e-06 290@12 for 0.06941929116291607955026.6 sold 2.75564268409e-05 32119@126 for 0.05047979163711607955251.54 bougth 5.09048934869e-06 290@16 for 0.06752534121031607955257.76 bougth 2.04347031235e-06 3491@37 for 0.06077280708931607955330.34 bougth 0.000453566020237 127655260@47 for 0.05469552638041607955663.36 bougth 2.68730067378e-05 32119@126 for 0.04922597374231607955697.78 bougth 0.0364341620868 4633@174 for 0.0443033763681
1607955808.58 bougth 1.31825281737e-06 4325@173 for 0.0398730387313
1607955859.08 bougth 2.70815295888e-06 290@16 for 0.0358857348582
1607956086.89 bougth 1.08792270598e-06 3491@37 for 0.0322971613723
1607956228.57 bougth 0.000241063569706 127655260@47 for 0.0290674452351
1607956266.91 sold 2.68730067378e-05 32119@126 for 0.0493221791064
1607956355.57 sold 0.0364341620868 4633@174 for 0.0443088050582
1607956468.03 sold 1.31825281737e-06 4325@173 for 0.0398880233111
1607956504.19 sold 7.79864230757e-06 290@16 for 0.103363205145
1607956522.59 bougth 3.76096792686e-06 290@12 for 0.0498489219736
1607956687.6 sold 3.13139301833e-06 3491@37 for 0.0931307597581
1607957125.72 bougth 0.00044941605767 127655260@47 for 0.0541771057521
1607957144.09 sold 2.26307645455e-05 290@12 for 0.299891123759
1607957144.09 bougth 0.000810503371272 137319727@47 for 0.0787485075528
1607957144.09 bougth 0.000694159224265 147636699@47 for 0.0708736567975
1607957189.75 bougth 6.2890727163e-05 148223429@155 for 0.0637862911178
1607957498.42 bougth 3.13020583569e-05 32119@126 for 0.057407662006
1607957794.7 sold 6.2890727163e-05 148223429@155 for 0.063981252372
1607957906.38 bougth 4.38772970435e-06 290@16 for 0.0580650210426
1607957906.45 bougth 1.75824368947e-06 3491@37 for 0.0522585189383
1607957906.45 bougth 1.55457720986e-06 4325@173 for 0.0470326670445
1607958016.71 bougth 1.36425430151e-05 59794@37 for 0.04232940034
1607958016.74 sold 3.13020583569e-05 32119@126 for 0.0574095401295
1607958016.75 bougth 0.000429357632899 147636699@47 for 0.043837414319
1607958025.94 bougth 2.97922085994e-06 290@12 for 0.0394536728871
1607958032.51 sold 1.55457720986e-06 4325@173 for 0.0470758625268
1607958032.51 sold 0.000810503371272 137319727@47 for 0.0789349233282
1607958038.69 sold 4.38772970435e-06 290@16 for 0.058089153556
1607958038.7 sold 1.75824368947e-06 3491@37 for 0.0522673101568
1607958414.24 bougth 5.81929931866e-05 148223429@155 for 0.0591450305552
1607958624.21 bougth 2.91029870859e-05 32119@126 for 0.0532305274996
1607958643.2 bougth 0.0394271452713 4633@174 for 0.0479074747497
1607958656.06 bougth 3.25679637999e-06 290@16 for 0.0431167272747
1607958656.13 sold 2.97922085994e-06 290@12 for 0.0394414282894
1607958679.6 sold 1.36425430151e-05 59794@37 for 0.0423839705121
1607958905.4 bougth 0.000282360401583 116404471@155 for 0.0469875944274
1607958905.4 bougth 4.16167248779e-05 148223429@155 for 0.0422888349846
1607958929.87 sold 0.00147356093308 127655260@47 for 0.177991425106
1607958935.93 sold 0.0014738269846 147636699@47 for 0.151052527652
1607959229.39 sold 2.91029870859e-05 32119@126 for 0.0531289580747
1607959300.28 bougth 5.75221466532e-06 290@16 for 0.0762772425695
1607959351.03 bougth 2.26745757438e-06 4325@173 for 0.0686495183125
1607959525.42 sold 9.98097180645e-05 148223429@155 for 0.101522452826
1607959537.6 sold 0.000282360401583 116404471@155 for 0.0470073596555
1607959776.14 sold 0.0394271452713 4633@174 for 0.0478499111176
1607959870.22 bougth 4.45830876693e-05 32119@126 for 0.0814225388412
1607959951.07 sold 9.00901104531e-06 290@16 for 0.119617144154
1607959951.2 sold 2.26745757438e-06 4325@173 for 0.0686910898797
1607960593.82 sold 4.45830876693e-05 32119@126 for 0.0815259716046
1607960606.58 bougth 3.31173230199e-06 4325@173 for 0.100263705521
1607960738.32 bougth 8.86095770387e-05 148223429@155 for 0.0902373349689
1607960750.36 bougth 2.72556302554e-06 3491@37 for 0.081213601472
1607960750.37 bougth 0.00043888700207 116404471@155 for 0.0730922413248
1607961153.7 bougth 0.0542468272399 4633@174 for 0.0657830171923
1607961153.72 bougth 0.00127513925206 101622823@33 for 0.0592047154731
1607961342.7 sold 8.86095770387e-05 148223429@155 for 0.0901602446368
1607961361.13 sold 0.00043888700207 116404471@155 for 0.073131741155
1607961361.14 bougth 5.26811833609e-05 143953401@155 for 0.0696134425049
1607961381.13 sold 2.72556302554e-06 3491@37 for 0.0812245037241
1607961405.46 bougth 5.32961345856e-06 290@12 for 0.0707745486269
1607961566.37 bougth 2.10968259202e-06 4325@173 for 0.0636970937642
1607961619.4 bougth 1.92470654315e-06 3491@37 for 0.0573273843878
1607961631.03 bougth 2.8258806297e-05 32119@126 for 0.051594645949
1607961637.26 bougth 1.53948525908e-06 4325@173 for 0.0464351813541
1607961643.51 bougth 0.0344693695207 4633@174 for 0.0417916632187
1607961996.7 sold 5.26811833609e-05 143953401@155 for 0.0695549663914
1607962092.58 sold 5.32961345856e-06 290@12 for 0.0707256760714
1607962251.18 sold 2.8258806297e-05 32119@126 for 0.051590407128
1607962295.85 sold 0.0887161967607 4633@174 for 0.107615736407
1607962517.52 bougth 0.000405504924654 116404471@155 for 0.0675611754965
1607962517.52 bougth 4.61777833067e-05 143953401@155 for 0.0608050579469
1607962585.7 sold 6.96090015309e-06 4325@173 for 0.210070847841
1607962978.42 bougth 5.71559524048e-06 290@16 for 0.0757316369363
1607963014.56 bougth 2.28965577945e-06 3491@37 for 0.0681584732427
1607963133.18 sold 0.000405504924654 116404471@155 for 0.0675773956935
1607963133.18 bougth 5.18243957565e-05 143953401@155 for 0.0681003654878
1607963152.27 bougth 0.00132005877534 101622823@33 for 0.061290328939
1607963247.2 bougth 1.82902336045e-06 4325@173 for 0.0551612960451
1607963580.8 sold 5.71559524048e-06 290@16 for 0.0756144672339
1607963660.15 bougth 4.31828523234e-06 290@12 for 0.057206613164
1607963703.53 bougth 1.73143502312e-06 3491@37 for 0.0514859518476
1607963710.38 bougth 1.48707819842e-05 59794@37 for 0.0463373566628
1607963741.13 sold 9.80021790631e-05 143953401@155 for 0.129069849848
1607963918.0 bougth 0.00117619224599 101622823@33 for 0.0546106059813
1607963924.08 bougth 4.82170280605e-05 148223429@155 for 0.0491495453832
1607964267.65 bougth 1.46982320041e-06 4325@173 for 0.0442345908449
1607964274.0 bougth 2.1828432499e-05 32119@126 for 0.0398111317604
1607964305.18 sold 5.94579734572e-06 3491@37 for 0.176744771899
1607964318.04 bougth 1.71984878734e-05 59794@37 for 0.0535044957742
1607964614.39 bougth 3.63861750174e-06 290@12 for 0.0481540461968
1607964614.4 bougth 0.000260526850479 116404471@155 for 0.0433386415771
1607964627.71 bougth 3.8310589537e-05 148223429@155 for 0.0390047774194
1607964769.57 bougth 0.000756069344766 101622823@33 for 0.0351042996775
1607964918.34 sold 3.20692698576e-05 59794@37 for 0.0998637063367
1607964965.22 bougth 3.14156929042e-06 290@16 for 0.0415802403434
1607964971.98 bougth 1.25877817313e-06 3491@37 for 0.0374222163091
1607964972.02 bougth 1.84586350463e-05 32119@126 for 0.0336799946782
1607965211.84 sold 1.25877817313e-06 3491@37 for 0.0374322865344
1607965212.0 sold 4.02870675453e-05 32119@126 for 0.0735460561574
1607965224.32 sold 3.14156929042e-06 290@16 for 0.0415833819127
1607965224.56 sold 0.000260526850479 116404471@155 for 0.0433151941606
1607965231.95 bougth 0.000414277186275 127655260@47 for 0.0498996870869
1607965592.61 bougth 3.4189316345e-05 143953401@155 for 0.0449097183782
1607966185.58 sold 3.4189316345e-05 143953401@155 for 0.0449497198783
1607966518.45 bougth 1.4432428833e-05 59794@37 for 0.0449137185282
1607966543.95 bougth 1.35996859925e-06 3491@37 for 0.0404223466754
1607966564.66 sold 0.00452745961815 101622823@33 for 0.211070167398
1607967055.08 bougth 0.000477626526651 127655260@47 for 0.0574871287477
1607967129.05 bougth 1.66321356177e-05 59794@37 for 0.0517384158729
1607967144.52 bougth 1.56709208742e-06 3491@37 for 0.0465645742856
1607967447.95 bougth 3.19212382562e-05 143953401@155 for 0.041908116857
1607967565.46 bougth 2.85207797432e-06 290@16 for 0.0377173051713
1607967684.77 bougth 0.000282033687722 127655260@47 for 0.0339455746542
1607967738.62 bougth 9.82742812667e-06 59794@37 for 0.0305510171888
1607967780.01 bougth 9.25881923087e-07 3491@37 for 0.0274959154699
1607967936.48 bougth 0.000223382595441 147636698@47 for 0.0247463239229
1607968065.59 sold 3.19212382562e-05 143953401@155 for 0.041879706955
1607968351.39 bougth 8.50998222276e-06 59794@37 for 0.0264596622261
1607968541.29 bougth 8.01699973186e-07 3491@37 for 0.0238136960035
1607968594.55 bougth 1.62120472036e-06 290@16 for 0.0214323264032
1607968811.17 sold 4.47328269468e-06 290@16 for 0.059152453713
1607968811.47 sold 4.65464258294e-06 3491@37 for 0.138275467211
1607968811.49 sold 4.94019748001e-05 59794@37 for 0.153615440641
1607968828.9 bougth 0.000452486730882 127655260@47 for 0.0543934299194
1607969209.57 bougth 2.67720800238e-05 32119@126 for 0.0489540869274
1607969421.22 bougth 1.4183880317e-05 59794@37 for 0.0440586782347
1607969724.3 bougth 0.000358071251682 147636698@47 for 0.0396528104112
1607969724.3 bougth 0.000366966882983 137319727@47 for 0.0356875293701
1607969818.06 sold 2.67720800238e-05 32119@126 for 0.0489864811443
1607970022.96 sold 1.4183880317e-05 59794@37 for 0.0441012298757
